Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
0.4729,-0.85845,-3.1052,0.69177,0.31927,-0.099735,0.19385,0.24659,0.0074697,4.9491,0.087822,0.010602
0.054488,-1.5409,2.1153,0.25187,-0.49906,-0.68403,0.17226,0.4864,0.0075383,2.1392,0.25679,0.025746
1.0428,-0.3941,2.4261,0.10657,-0.01434,0.49795,0.11563,0.26605,0.0062966,4.2007,0.093083,0.017868
0.013202,-0.55406,2.7764,-0.97738,-0.97802,-1.004,0.1447,0.46248,0.019143,2.3988,0.3091,0.026639
-0.31885,-0.62512,0.55696,0.67069,-0.0082808,-1.0664,0.15014,0.39823,0.018854,0.90622,0.13789,0.021657
0.87645,-1.3477,1.5075,0.70073,0.13436,-0.58926,0.085713,0.23678,0.01836,4.3314,0.1718,0.020779
1.2937,0.73935,1.2513,0.082954,0.049472,0.47353,0.098051,0.29377,0.011879,2.6049,0.055914,0.024322
0.29545,-0.59609,1.8723,0.65691,-0.18176,-0.0072588,0.06678,0.21963,0.010181,4.7072,0.12279,0.028216
-0.15642,-1.4806,-2.2119,0.61479,0.26753,-1.1475,0.22654,0.42849,0.015287,5.0168,0.14441,0.016126
0.70965,1.355,1.7714,0.29541,0.39556,-0.13554,0.10822,0.24324,0.0069629,4.5284,0.13026,0.0141
-1.1598,0.75871,0.10804,-0.2823,-0.42107,-0.10159,0.13251,0.28285,0.017907,4.4391,0.055402,0.016393
0.38495,0.38919,-1.348,-0.92466,-0.060493,-0.77761,0.41946,0.29763,0.0037012,5.2647,0.10622,0.005791
2.2194,-0.38968,1.2143,0.13744,0.81507,0.20983,0.071118,0.23385,0.01647,5.442,0.17018,0.026563
0.52624,-1.0782,1.7931,0.64021,0.83457,1.3343,0.0508,0.1568,0.015068,5.4777,0.23548,0.022237
1.6423,1.5156,-1.2535,-0.65111,0.5162,1.1164,0.22477,0.25829,0.015707,4.8015,0.32254,0.0093911
0.41724,-0.04295,-1.4687,-0.68441,1.2267,-0.7037,0.38779,0.26807,0.0055068,4.8506,0.1898,0.0060841
2.2963,-1.4236,3.0279,-0.2008,-0.87263,-1.1173,0.17074,0.36368,0.010919,4.8777,0.19617,0.01819
-0.084834,-0.98681,-2.8289,0.4267,0.6908,-0.37367,0.11324,0.41934,0.016812,1.1548,0.070417,0.031285
1.6173,-1.2477,-0.52331,0.53037,0.49925,-0.56032,0.10975,0.47467,0.018209,2.4814,0.083263,0.037441
-2.2849,-0.3185,-2.776,0.8159,-0.18771,-0.76575,0.064507,0.38626,0.015642,3.6376,0.10353,0.040988
0.050358,1.2539,-0.81119,0.58102,-0.48291,-0.37174,0.23565,0.20013,0.019458,4.9961,0.073359,0.007602
-2.8139,-0.16137,-2.9575,-0.63641,1.0601,-0.32002,0.063409,0.21639,0.016176,4.8063,0.20386,0.025879
0.059912,1.4898,1.1837,0.062505,0.92881,0.3991,0.064596,0.20921,0.01366,4.7568,0.18631,0.025183
-2.324,-0.024753,-0.48859,-0.21324,-0.10037,0.53579,0.082489,0.2551,0.0071037,1.7109,0.047797,0.011307
-1.4259,-0.10867,1.206,0.87898,-0.39153,-0.59517,0.08364,0.046537,0.019643,4.1723,0.36897,0.0094112
-1.2542,0.7147,2.4319,0.33045,0.70727,0.16611,0.20256,0.30723,0.019566,3.5122,0.19328,0.012782
2.2589,0.92805,2.8491,-0.19954,-0.14717,0.16266,0.085249,0.2527,0.015189,5.8565,0.083759,0.024867
2.722,-0.41935,1.2801,0.44015,0.22106,-0.92111,0.062075,0.12011,0.0087893,3.7629,0.17925,0.016892
-1.2141,-0.017938,-2.7894,-0.26142,0.65302,-0.041803,0.21344,0.39742,0.0049636,5.4349,0.11511,0.010273
-0.53438,1.2015,-0.90911,-0.60121,-1.5042,-0.031316,0.35426,0.26349,0.0025251,4.3393,0.22286,0.003886
-1.0206,-1.2791,1.6703,-0.13213,1.0005,-0.039211,0.14062,0.33942,0.0087074,4.7307,0.12198,0.021407
-3.1402,-1.1146,-2.7443,0.09985,0.15907,-0.86102,0.094859,0.33046,0.019803,1.8519,0.11039,0.029812
-1.2598,-1.5472,-2.8406,0.44764,0.41266,-0.59641,0.10161,0.28988,0.019204,5.0343,0.21576,0.021678
0.18411,-1.3294,-2.1256,0.44511,0.83756,0.12152,0.24299,0.30158,0.0096481,4.9976,0.1075,0.010597
2.0309,-0.65034,2.1595,0.28955,-0.031757,0.31362,0.13276,0.25171,0.012009,4.6921,0.10395,0.014459
1.1787,0.26039,-2.3931,-0.11295,-0.12964,-0.37456,0.071119,0.22268,0.019999,1.6583,0.028236,0.028261
-2.3924,0.44941,-1.8746,-0.83914,0.50965,-0.14668,0.18135,0.39211,0.0061323,5.2221,0.17297,0.014619
-1.8215,-0.80661,2.8935,-0.25415,0.18466,-0.2811,0.096888,0.31213,0.017498,5.0703,0.15236,0.02738
1.3325,-0.20562,0.55087,1.3204,0.049327,1.2056,0.025817,0.09268,0.019989,2.803,0.22779,0.024754
1.167,-0.35314,-0.77374,0.50192,0.53957,-0.21416,0.2524,0.3332,0.010272,5.1145,0.053174,0.011452
-3.0624,1.5012,2.7345,0.90969,0.073598,0.21417,0.29497,0.47032,0.0050093,5.2983,0.1335,0.011298
-2.035,-1.3794,-0.78485,-0.91821,-0.34028,-0.59103,0.14191,0.25406,0.0080485,3.6744,0.1912,0.01379
1.2173,-0.46705,1.1038,0.64809,-0.3966,-1.2916,0.089858,0.39781,0.0095754,5.0671,0.19357,0.021819
-2.6696,1.1514,-2.3946,-0.1384,-0.014084,-0.10478,0.097836,0.30139,0.006668,4.3909,0.035958,0.018449
2.0037,1.1327,0.42514,-0.26515,-0.015896,0.31153,0.11273,0.26274,0.012578,4.8971,0.034445,0.017907
1.3182,-0.5386,-2.1553,-0.32862,0.0015143,0.48794,0.094081,0.25783,0.018471,0.8409,0.029825,0.021813
-3.1347,-0.33799,2.1861,0.40252,0.12871,0.81709,0.045007,0.29147,0.019834,0.63859,0.072076,0.058035
0.32227,0.82315,0.12097,-0.92132,-0.21835,-0.43979,0.44542,0.41995,0.012566,4.8461,0.082084,0.0091204
-2.1015,0.63602,1.9804,0.22504,0.27876,-0.70982,0.16393,0.42553,0.011723,4.9195,0.12323,0.022567
-0.49106,-0.92158,-2.5277,-0.33025,-0.34002,0.72106,0.15526,0.25401,0.011885,4.7505,0.073692,0.013633
-2.9071,-1.2739,1.301,-0.37026,-0.77211,-0.018174,0.12921,0.24751,0.016793,5.3191,0.10887,0.017036
-2.0962,1.4123,2.7232,-0.2342,-0.65878,0.21859,0.11399,0.38435,0.013955,0.71628,0.052779,0.029941
-2.9334,0.069203,2.2349,0.55595,0.502,-0.33239,0.11794,0.3577,0.0074057,5.0925,0.2088,0.018145
0.31236,-0.79428,0.76495,0.51543,-1.0328,-0.69927,0.19589,0.44668,0.0095163,5.1158,0.28083,0.020703
1.9068,-1.1275,0.42816,-0.50376,-0.79994,-0.024805,0.035428,0.18142,0.012232,2.3077,0.18835,0.026575
1.9937,-0.52617,1.6125,-0.76446,-0.29391,-0.072957,0.057544,0.16072,0.0085065,5.0566,0.16596,0.022188
1.9023,-1.5604,1.8705,0.092738,-0.12322,-0.2082,0.090028,0.22306,0.010645,4.9857,0.032184,0.019996
0.74806,0.68354,1.5033,0.22877,-0.024118,-0.024862,0.079531,0.24738,0.0085247,3.3735,0.061637,0.024224
-1.7997,1.3811,0.66798,0.88451,-0.15209,-0.43494,0.12385,0.38863,0.019981,5.2993,0.17656,0.026252
2.1823,-0.90024,0.35691,-0.19779,-0.66263,0.23209,0.055055,0.20978,0.018696,5.0489,0.12265,0.03248
2.8524,1.47,2.6167,0.77872,-0.58668,0.16575,0.15132,0.26884,0.0073206,3.43,0.10227,0.014682
0.51193,0.55593,1.8783,0.29205,1.0325,0.59386,0.087947,0.29066,0.013714,5.3497,0.22069,0.027102
0.46765,-0.45061,-2.3397,0.71313,0.38896,0.29294,0.31858,0.25137,0.0028701,3.6455,0.059378,0.0061197
-2.5299,1.3331,-2.5551,-2.46E-05,-0.97459,0.2884,0.098587,0.29887,0.0071711,0.49238,0.087396,0.027152
1.4396,1.3606,1.9859,-0.14266,0.21572,-0.16191,0.03179,0.2471,0.015812,0.41688,0.015646,0.04434
1.1738,-1.2747,1.565,-0.090706,0.188,-0.62682,0.038276,0.22342,0.012962,0.62526,0.081076,0.046791
-0.66605,1.5302,0.23984,-0.53821,0.57873,-0.61275,0.075095,0.48431,0.012698,1.3015,0.077968,0.031868
2.5039,0.57513,2.6152,-0.61526,-0.099825,0.11172,0.11105,0.24995,0.013545,4.8522,0.13654,0.020259
-2.1963,0.871,1.0302,-0.83337,-0.80642,-0.027077,0.055566,0.12478,0.017755,5.5019,0.22227,0.017257
-1.3616,-1.0167,1.6672,0.45646,0.54546,-0.23911,0.10034,0.24207,0.011842,4.8197,0.099081,0.019093
-1.3531,-0.50066,-0.15684,0.68362,0.41278,0.35196,0.20106,0.26856,0.012259,4.7075,0.08788,0.010853
2.1977,0.27273,0.49811,-0.32304,0.46832,-0.67424,0.084347,0.48341,0.018887,0.33763,0.052329,0.049697
-3.071,-1.3615,-0.27774,-0.49213,0.46803,-1.3134,0.07507,0.1717,0.0091521,5.0231,0.22916,0.018304
1.7837,-0.83979,-2.179,-0.66168,-0.10394,-0.27185,0.21295,0.27999,0.0044861,3.9837,0.099997,0.011293
-2.3768,-0.48479,2.2287,0.30901,0.40018,0.81461,0.03597,0.23258,0.018885,0.33487,0.074422,0.05858
-2.7957,0.75183,1.1349,-0.64643,-0.32442,0.44417,0.028095,0.2356,0.015854,4.618,0.080794,0.0088126
-0.19301,0.38426,2.4196,-0.84263,-0.35324,-0.54012,0.054833,0.21844,0.0092955,4.4807,0.17728,0.01632
-2.3005,1.2972,-1.8467,0.75138,0.41934,1.1133,0.15598,0.40459,0.0078845,3.7475,0.22608,0.022017
-2.0889,0.28517,-2.7552,-0.085193,1.1118,-0.61406,0.024442,0.28465,0.01844,0.060968,0.14228,0.14859
1.3705,0.76157,1.5813,-0.62782,-0.14958,-0.6963,0.23421,0.12614,0.015203,4.6227,0.31012,0.0036817
0.032084,0.89224,-0.88253,0.58037,-0.57157,0.23568,0.23412,0.22726,0.016247,4.565,0.069796,0.00786
-2.4031,-0.36292,2.2534,-1.4462,0.67894,-0.34745,0.048607,0.24381,0.010698,4.6252,0.21507,0.016319
0.89833,0.25804,-2.1716,-0.10803,-0.30479,0.40737,0.20757,0.39492,0.019857,3.1699,0.043426,0.016038
-1.3758,0.89532,-1.6602,-0.071056,1.3056,-0.16896,0.15739,0.422,0.0070523,2.4975,0.1695,0.01027
-2.9709,0.053402,1.3682,0.32369,0.017355,0.24306,0.069645,0.051225,0.019684,5.2436,0.21185,0.0064419
-2.0207,-1.1323,0.2602,-0.78903,-0.81339,-0.14982,0.18643,0.36577,0.018563,5.1069,0.13862,0.016348
-2.9429,1.4804,2.8853,0.48716,0.0036063,0.047072,0.15344,0.26494,0.018759,4.9453,0.063026,0.014401
-1.4452,-1.313,-2.8568,-0.45831,-0.064282,0.27702,0.079673,0.080018,0.018654,5.3418,0.21851,0.00779
0.86822,0.57865,0.79338,0.12591,-0.35905,-0.78234,0.084877,0.22019,0.019594,1.1377,0.055643,0.020799
-1.5462,1.3176,-1.962,0.46202,0.41791,0.12162,0.20587,0.31585,0.0042891,4.0088,0.08039,0.0096103
1.0729,-0.35181,0.88073,0.11149,0.25046,0.63355,0.10787,0.30283,0.015247,3.8584,0.10363,0.022696
-2.9207,0.38005,1.0104,0.59793,0.44311,-0.08999,0.079784,0.23691,0.0074006,5.1845,0.12536,0.016981
-3.0457,1.203,2.0558,0.59824,-1.2955,0.3303,0.1116,0.31884,0.016046,2.1426,0.18619,0.024602
-0.47208,0.98503,-0.35511,0.7801,-1.07,-0.44522,0.21368,0.26853,0.017517,2.6215,0.16497,0.010293
-2.222,1.5697,-2.425,0.24371,-1.3342,-0.5821,0.22838,0.26636,0.0095626,2.772,0.18253,0.0092077
-3.0741,-0.21529,-2.0487,0.14787,-1.0795,-1.1898,0.053762,0.15356,0.018407,5.1867,0.2389,0.02245
-0.060462,0.48215,2.6862,0.55343,-0.7021,0.35745,0.054557,0.28324,0.019483,0.72617,0.087635,0.042083
-2.1719,0.99371,-3.0236,-0.47776,0.0043426,0.33066,0.086171,0.26119,0.0084074,1.539,0.045724,0.025423
-1.4723,-0.51634,0.049239,-0.17345,-0.1109,0.023186,0.19918,0.29289,0.0080299,5.1635,0.039017,0.01271
2.068,-1.4936,-2.5184,1.2404,0.15906,0.26446,0.21998,0.48238,0.012495,3.5655,0.16008,0.019327
-3.0962,0.47012,2.8715,-0.022729,0.23347,0.34378,0.07401,0.26134,0.0090212,2.6898,0.083681,0.022837
2.4338,0.69553,-0.13733,0.1273,0.52165,-0.96953,0.11278,0.23305,0.010293,2.7029,0.091648,0.016663
2.2609,-1.5327,0.8337,0.74644,-0.16391,1.4466,0.053945,0.24593,0.0090131,0.64038,0.15328,0.018217
-1.1429,-1.312,-1.4834,1.1928,1.2025,0.69526,0.21634,0.48845,0.012141,1.256,0.24471,0.020071
-0.80553,0.0075445,-0.17472,-0.39681,-0.21433,-0.47062,0.21646,0.25879,0.012622,4.9703,0.040329,0.010334
-1.6677,0.6699,1.6033,-0.55323,0.46619,0.58032,0.062103,0.10913,0.0044216,4.8391,0.18484,0.0065486
2.0136,0.53248,2.808,-0.38246,-0.041438,-0.0029454,0.069888,0.22087,0.018452,5.1649,0.11368,0.026819
1.4561,1.253,-0.815,0.67571,1.3804,0.21165,0.24219,0.22991,0.019715,5.0512,0.22855,0.0065945
1.3389,-1.5591,0.91286,-0.20561,0.58321,-0.50844,0.042829,0.27245,0.016417,0.54701,0.089914,0.057594
1.2588,1.4938,-0.61787,0.48066,-0.86301,-0.083048,0.24791,0.35844,0.017674,5.1792,0.1191,0.011253
2.9957,0.60619,-1.4671,-0.3907,0.12167,0.50622,0.084061,0.2631,0.018304,5.3476,0.17365,0.024449
-0.34417,1.4789,1.5431,-0.45716,-0.95261,-0.17563,0.069337,0.28463,0.016017,4.3712,0.15724,0.034565
0.73446,-1.1651,0.85479,0.35743,0.5053,1.3879,0.065338,0.17533,0.017394,2.1268,0.34275,0.021947
-0.4946,-1.1613,1.5135,1.37,-0.36798,0.14854,0.064056,0.25175,0.0085416,5.2381,0.21474,0.022801
2.2386,1.2129,0.014663,-0.71295,-0.49489,-0.11866,0.16346,0.34681,0.019915,3.8396,0.10735,0.018512
-1.9641,0.94566,1.1241,1.2016,-0.2232,-1.2173,0.048694,0.30218,0.018532,0.35665,0.19774,0.051092
0.84207,-0.15104,3.1182,-0.47109,0.73446,0.3979,0.13103,0.29361,0.0072351,4.9001,0.094654,0.016665
-0.27479,0.054118,2.3597,-0.26084,0.62103,0.2798,0.08563,0.48297,0.013192,0.53001,0.11072,0.042518
-0.81324,-0.76129,-0.0070974,-1.33,-0.016579,-1.2044,0.23144,0.25998,0.012025,4.62,0.23598,0.0094026
0.82245,-0.15091,2.2822,-0.17701,-0.10711,0.42035,0.080564,0.24085,0.0087302,5.0459,0.094645,0.019534
2.1747,-1.4007,0.73745,-0.87976,-0.73753,1.0995,0.11107,0.35933,0.0080779,4.9226,0.2341,0.024286
1.1912,-0.98786,0.46902,0.92972,-0.4313,0.55469,0.086598,0.30054,0.0070594,5.2438,0.2025,0.024237
1.5476,-1.4415,2.7351,-0.30133,-0.11834,0.063134,0.26206,0.4114,0.0066166,4.6506,0.063378,0.012561
3.0636,-0.0086925,-1.3316,1.0594,0.32218,-0.13638,0.082489,0.31293,0.017772,4.2677,0.19354,0.031147
-1.8592,1.3524,0.5975,0.21783,-0.19644,-0.76439,0.098228,0.23196,0.013279,5.1779,0.15472,0.01985
1.1726,-0.9313,1.3712,0.25506,-0.2736,-0.52352,0.072633,0.30285,0.018003,2.1106,0.13676,0.032617
3.094,-0.96424,-0.76684,-0.1518,0.17992,1.8123,0.11173,0.22848,0.014016,4.9223,0.29917,0.017888
2.3491,1.4078,-0.47673,-0.046247,0.0032285,-0.39478,0.23846,0.37728,0.013531,4.9723,0.098584,0.013521
0.59172,0.8533,-1.2404,0.16623,0.30357,0.057427,0.13369,0.3768,0.0087217,0.15992,0.01294,0.025268
0.88393,1.4479,-0.38878,-0.24362,-0.82254,0.26391,0.20796,0.22255,0.013471,5.4912,0.10306,0.0087334
0.54918,-1.1918,-2.1653,0.54881,1.152,-0.43266,0.19008,0.26518,0.015777,3.5795,0.16199,0.011678
-1.6977,0.8535,-0.89359,1.0595,0.56707,0.11174,0.20291,0.45497,0.012475,2.6621,0.19663,0.019252
-1.0397,-0.074071,-1.7412,-0.27711,-0.040262,-1.1243,0.31503,0.21596,0.0022909,5.0118,0.13779,0.0011966
-0.13313,0.31109,-1.0178,-0.59794,0.12672,0.78695,0.38836,0.21775,0.018416,3.6779,0.069237,0.0043416
-0.61413,-1.0109,0.49134,-0.20798,-0.78845,0.86138,0.17386,0.22887,0.01941,3.0024,0.12169,0.01104
1.8793,0.52191,-0.57188,-1.0309,-0.42162,0.2081,0.14067,0.45512,0.016659,1.9557,0.12743,0.027965
3.0633,-0.40221,-2.3778,0.39424,-0.10643,0.46051,0.11148,0.25295,0.0097571,4.49,0.1679,0.015436
0.81452,-1.3062,2.6142,-1.5554,-0.084906,0.3682,0.067434,0.33674,0.019829,2.949,0.36071,0.039553
-1.711,-0.050442,-3.1309,0.15952,-0.060057,-0.13936,0.029521,0.24453,0.018784,1.606,0.013132,0.049096
1.1161,-0.10906,0.35956,-0.83265,-0.65864,0.6389,0.12506,0.35084,0.016079,0.64285,0.1173,0.024148
0.35138,1.2749,1.5847,-0.27299,-0.69007,0.4325,0.10546,0.30892,0.013522,3.1454,0.11262,0.024285
-2.2664,0.47787,-0.42266,-0.2367,0.28008,-0.56433,0.034997,0.36027,0.018674,0.38141,0.056984,0.012307
-0.20099,-1.0972,-0.84954,-1.3087,-0.36642,-0.63785,0.2518,0.27223,0.0067641,4.9703,0.18906,0.0085246
0.73227,0.34106,-3.0241,0.10651,-0.1547,-0.62465,0.1145,0.25111,0.014447,3.5147,0.076815,0.018568
2.3732,-1.2299,2.7383,0.48154,-0.28911,-0.69357,0.22599,0.37105,0.01788,5.0989,0.12079,0.014411
-0.94362,-0.70308,-1.3495,-0.35569,0.067935,0.041723,0.24462,0.35876,0.0039995,2.7024,0.030576,0.0095724
2.6776,-1.5576,1.9184,-0.88038,-0.57422,-0.28641,0.10561,0.23389,0.012433,4.4755,0.12367,0.016072
-1.5547,0.2342,2.0034,-0.24673,0.14807,0.18348,0.080122,0.13534,0.014636,5.2187,0.14606,0.016037
-0.81604,-1.3238,0.66245,0.56979,0.24392,-0.52345,0.18138,0.30732,0.010321,5.0793,0.10026,0.015179
2.5857,-1.1739,-0.60194,-0.32212,-0.19127,-0.65005,0.097056,0.39922,0.018361,2.4595,0.14068,0.035064
-2.6514,-1.0115,-2.417,0.89379,0.69797,0.18821,0.10819,0.34372,0.019998,4.5377,0.27243,0.027918
-0.74144,-0.33838,-1.5931,-0.61536,0.27862,-0.2662,0.28014,0.40277,0.003985,3.7194,0.053666,0.0086208
0.88728,0.75175,1.1789,-0.56337,-0.5426,0.048749,0.15243,0.31898,0.016303,4.9348,0.080738,0.017661
1.6017,0.69681,-0.52299,1.0659,-0.40124,0.34327,0.1966,0.33617,0.01982,4.8743,0.1417,0.014599
-2.8638,1.3318,0.48426,-0.24723,-0.64637,0.30552,0.11487,0.24019,0.01249,4.5777,0.15002,0.017107
2.1059,-0.51131,1.6598,0.1821,0.25213,-0.94847,0.05195,0.23854,0.010584,4.7658,0.1321,0.02989
1.5154,0.23777,2.8179,-0.069098,-0.054252,0.26007,0.048353,0.23939,0.01627,1.4895,0.040771,0.038857
1.9845,1.5594,-2.4082,0.63805,0.21101,0.005932,0.085524,0.42312,0.018188,1.8215,0.13182,0.042168
-0.17969,-1.2888,-2.5265,0.54664,-0.25685,0.21402,0.23015,0.30068,0.0088597,5.3918,0.076025,0.01267
0.46399,-1.0331,-1.6221,-0.17954,1.1096,0.2535,0.25614,0.28473,0.0070829,2.3619,0.11423,0.0094778
-1.1591,1.2863,1.3725,-0.0067424,0.30327,1.3607,0.039567,0.086432,0.011956,4.1179,0.25885,0.017892
-0.25619,-1.259,0.2572,0.42635,-0.15552,0.22937,0.1963,0.35164,0.01865,4.36,0.063352,0.014488
-1.0655,-0.25525,-2.5112,-0.38233,-0.60988,-0.91019,0.20709,0.24015,0.016913,5.4697,0.13569,0.0086796
0.86046,0.77306,-0.28042,0.78673,0.07901,-0.11798,0.26012,0.29431,0.0054109,4.8136,0.076054,0.0085027
1.1081,-0.86078,2.8408,0.32553,-0.11901,0.086454,0.18335,0.36153,0.010562,4.7934,0.059883,0.015301
2.1787,0.35418,1.5215,-0.60013,-0.030415,0.0089176,0.10543,0.25134,0.014066,4.5972,0.10125,0.018895
-1.0645,-0.016885,1.562,0.43059,-0.12696,-1.3723,0.078031,0.19391,0.014158,4.7977,0.22047,0.021524
0.4009,1.4873,-1.8347,-0.64183,-0.43075,0.31985,0.1777,0.24741,0.019746,4.8853,0.11831,0.009967
0.24837,-1.0487,-2.2865,-0.39098,-0.42681,-0.56419,0.22857,0.23785,0.015547,5.0108,0.098018,0.0086612
-0.97382,-1.2348,2.4836,-0.68195,0.86378,-0.10379,0.070328,0.25301,0.019733,2.4535,0.16173,0.029983
1.8805,-1.208,1.9627,-0.48401,-0.88651,-0.14007,0.1159,0.23743,0.018473,4.6159,0.15731,0.018142
2.8466,-0.35955,0.84305,-0.057957,-0.62072,-0.48055,0.052808,0.11543,0.015449,4.3561,0.16115,0.012289
-0.37161,-0.75075,2.2564,-0.54992,0.19788,-0.13229,0.074141,0.38122,0.019334,2.1094,0.11554,0.044379
-2.0709,0.27337,1.1267,0.90412,0.028216,0.49366,0.062034,0.23311,0.015335,4.6422,0.19996,0.029381
-2.075,-0.06298,-2.3793,-0.23884,-0.15788,1.25,0.0604,0.48432,0.018483,0.64608,0.11448,0.051409
0.58964,-0.34944,-2.0703,0.56863,0.53727,-0.68839,0.28057,0.17562,0.016141,5.4291,0.085367,0.0050285
2.6748,-1.3672,1.849,0.93915,-0.19641,0.96576,0.18817,0.21637,0.011802,4.6257,0.14174,0.0099152
2.5467,1.3184,1.5706,0.78285,0.90905,0.13962,0.10841,0.25894,0.0057182,5.023,0.16035,0.0058239
-0.96303,-0.78532,2.9276,0.49814,0.084065,-0.93787,0.050049,0.26342,0.01664,0.60144,0.096622,0.045187
-1.2358,0.50056,2.3254,0.29944,-0.088007,0.93027,0.11291,0.26635,0.0064389,4.6969,0.18666,0.013712
2.2724,-1.5472,-1.1173,-0.41261,-0.047335,0.33523,0.075697,0.21713,0.018729,4.921,0.074201,0.023663
-2.8826,0.24848,-2.7075,0.13997,0.086854,0.48306,0.18923,0.27252,0.010869,5.2004,0.2549,0.011556
1.0028,-0.98506,2.3525,1.0023,0.24298,-1.095,0.066086,0.25917,0.018059,2.0836,0.15745,0.031651
-1.746,-0.95241,-1.9172,0.12216,-0.15242,0.24466,0.13345,0.24937,0.004408,4.7189,0.080385,0.0085094
1.3576,-0.85654,1.1938,-2.0829,-0.1516,1.8963,0.049465,0.29214,0.01464,5.0869,0.57768,0.029756
-2.8977,1.566,0.3371,0.38067,0.15023,-0.070501,0.15768,0.22845,0.011081,4.7924,0.10546,0.011909
-1.006,0.24134,2.6167,0.048755,0.1535,0.084714,0.12461,0.29928,0.0072289,4.727,0.084661,0.018421
-1.291,-0.019346,-0.96173,-0.58095,-1.9755,-0.025978,0.41136,0.31665,0.0069258,3.5189,0.3507,0.0061203
-0.35661,1.3457,1.3114,0.85567,0.40186,0.24166,0.079425,0.2494,0.0098435,4.8831,0.18084,0.025955
-0.63244,-0.55418,2.4965,0.80349,-0.76413,-0.92893,0.083598,0.2297,0.017602,4.933,0.19595,0.021363
2.6082,1.3356,0.7482,0.63249,-0.74017,-0.020329,0.1233,0.36939,0.012465,1.6702,0.093682,0.026061
1.3568,1.5219,-1.2735,-1.1153,0.68163,-0.39959,0.051487,0.27353,0.019328,0.34747,0.14444,0.047304
-2.828,0.24918,-0.45729,-0.50862,-0.30063,0.515,0.071088,0.28641,0.010843,4.6302,0.10278,0.022324
2.219,1.5059,-1.4335,1.0406,0.54812,-0.3481,0.053467,0.24836,0.01126,0.29743,0.11949,0.040855
1.2709,-0.35094,0.55049,0.80138,-0.30325,-0.33573,0.12825,0.39605,0.016162,2.7534,0.13057,0.025363
0.048819,-1.2786,-2.3123,0.33199,-0.38088,-0.64901,0.16044,0.24492,0.01912,4.9374,0.073121,0.013122
-0.18633,-1.3215,-0.57774,-0.10078,0.45391,-0.36277,0.22523,0.23195,0.016111,2.8917,0.05594,0.0085367
-1.6551,-0.57146,1.6964,0.10734,0.26796,-0.62312,0.045224,0.23944,0.019428,1.6181,0.07697,0.041096
0.8961,1.0212,-0.20021,0.66527,0.91394,0.75217,0.42556,0.48651,0.0045003,5.4648,0.18301,0.0096006
-0.31034,-0.5125,2.152,-0.24511,0.057111,1.0972,0.046442,0.10237,0.0078447,4.6678,0.17981,0.01656
-0.86161,-0.7976,2.5538,0.54278,-0.73087,0.12412,0.061712,0.23639,0.011481,2.2357,0.11914,0.029563
-1.8815,0.41005,-2.1278,0.94804,0.98312,0.69182,0.13562,0.45925,0.0083673,3.3716,0.2198,0.01439
1.887,-1.5193,-1.5978,0.43188,-0.63112,-0.16051,0.12684,0.27263,0.014623,4.7206,0.12746,0.017068
0.60635,1.1536,2.5808,0.62354,0.40918,0.14952,0.070777,0.21847,0.013605,5.216,0.12017,0.023867
