Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
-2.3132,0.058997,1.4219,0.41084,-0.21163,0.3204,0.051447,0.23535999999999999,0.019787,2.3821,0.091153,0.039508999999999996
-2.6038,0.97411,-1.239,-0.68521,-0.028999999999999998,-0.95186,0.091461,0.44811000000000006,0.01055,4.8182,0.13016,0.015366
-1.1028,-0.9568700000000001,-2.6671,1.1181,-0.11744,0.066314,0.10819000000000001,0.25203000000000003,0.0066473,5.0829,0.10999,0.017181000000000002
0.09300499999999999,1.4142,-1.2653,0.48963999999999996,-1.0291,-0.64917,0.25221,0.22444,0.005467100000000001,5.1286,0.14914000000000002,0.0077951999999999995
-1.2383,0.084594,1.6885,0.6907399999999999,0.022506,-0.008503100000000001,0.082062,0.23385999999999998,0.016312,5.047,0.15947999999999998,0.023331
-2.7511,0.92509,-0.15803,0.6119100000000001,0.057157000000000006,0.48003999999999997,0.063076,0.23016999999999999,0.016869,3.3385,0.13159,0.031332
-0.67207,-0.43138000000000004,0.90538,-0.4402,-0.088851,0.18707000000000001,0.067432,0.27174,0.019943000000000002,0.6300100000000001,0.021287999999999998,0.032184
-0.6534300000000001,0.87672,1.3764,-1.1105,-0.34483,-0.36671,0.043029000000000005,0.21425999999999998,0.008982899999999999,1.2392,0.12912,0.009222399999999999
3.1048,0.084788,-0.8667,-1.1474,0.08095,-0.55023,0.037057,0.16721,0.011889,0.48115,0.1572,0.017601
1.2092,1.3483,-2.4042,-0.14542,0.058151,-0.7832,0.065745,0.27191,0.019280000000000002,2.1689,0.06186900000000001,0.033891000000000004
-1.0084,1.463,2.7733,0.75454,-0.26105,-1.005,0.18936,0.25474,0.012227,4.8977,0.11445999999999999,0.011204
2.3771,-1.3376,-1.5345,0.5624399999999999,-0.71913,-1.3411,0.052910000000000006,0.09185700000000001,0.016942,5.4272,0.25313,0.01564
-2.0654,-0.45831000000000005,-2.2387,0.66837,0.37037,0.028651,0.070008,0.39857,0.012012,4.8465,0.060715,0.028142
0.59172,0.8533,-1.2404,0.16623,0.30357,0.057427,0.13369,0.3768,0.0087217,0.15992,0.01294,0.025268000000000002
0.6782199999999999,-0.60672,1.4995,-0.64273,-1.0209,0.32921999999999996,0.028359,0.17831,0.015688999999999998,0.48241999999999996,0.17336,0.040232
0.34854,-0.12811,-1.0122,-0.48501000000000005,0.33192,0.4642,0.47547,0.21899000000000002,0.017953,5.3944,0.041523000000000004,0.0038443000000000006
1.2837,0.5593,-2.5633,-0.085301,-0.70894,0.65342,0.15837,0.26061999999999996,0.019196,5.0343,0.18583,0.012872
-0.27931,-1.1499,1.932,-0.026517000000000002,0.27545,0.95693,0.047133999999999995,0.27057,0.016583,1.8816,0.13482,0.05106
2.166,-0.23713,-0.47081999999999996,0.50183,0.085266,-0.54296,0.070006,0.27348,0.01586,1.7827,0.054103,0.032336000000000004
2.3359,-1.0177,-1.0774,0.29932,0.04161,0.087973,0.046563,0.215,0.014075,0.92266,0.044633,0.039370999999999996
-1.8425,-0.34068000000000004,2.2167,-0.50412,0.17803,-0.30582,0.10235,0.25155,0.0071123,5.0008,0.17084000000000002,0.019928
2.9141,1.357,-2.3493,0.65031,-0.56596,-0.79766,0.17118,0.4815,0.018139,4.8125,0.21556,0.025011000000000002
1.7431,-1.1061,-1.4774,-0.42167,0.011176,0.45511999999999997,0.14359,0.29794,0.015972,2.6099,0.053045,0.016518
-2.0595,-0.83294,-0.66286,-0.46931000000000006,0.34681,0.8816200000000001,0.16375,0.44283,0.0091291,0.87384,0.081249,0.020344
-1.2967,-1.1813,-2.95,-0.46193999999999996,0.35772,0.034473000000000004,0.049125999999999996,0.22678,0.017819,2.109,0.097879,0.036134
0.93148,1.2565,2.0144,-0.5983,-0.8736299999999999,1.0144,0.2091,0.21736,0.0087949,3.2260000000000004,0.36172,0.0082703
2.0647,-0.89894,-0.51358,-0.0029549,-1.1344,0.24033000000000002,0.063595,0.27853,0.011251,5.2739,0.19321,0.031608
2.6466,-0.46568999999999994,1.9902,-0.67892,-0.50437,0.7161,0.029424000000000002,0.2636,0.019506,1.0,0.09333999999999999,0.046993
1.6068,1.3282,-1.0014,0.581,-0.06801,0.35416,0.17629,0.29473,0.0056793,4.3801,0.067259,0.014003999999999999
-0.30116,-0.75124,0.04987,0.083172,0.52475,-0.24709,0.30766,0.22659,0.019887000000000002,4.175,0.08365,0.0067818
3.1335,1.1425,-1.163,0.70005,0.91365,0.64648,0.080372,0.20419,0.0054047,5.1459,0.24411999999999998,0.0063969
2.4561,-1.1588,-2.1557,-0.34204,-0.13685,0.76926,0.068375,0.32414,0.019072,0.3946,0.05312000000000001,0.040806999999999996
0.80861,-0.21581,1.4598,-0.33179000000000003,-0.52218,0.029945999999999997,0.10008,0.23083,0.01782,4.2104,0.14301,0.019377000000000002
3.0951,1.2418,-2.4609,0.42303,-0.1128,0.18108,0.052273,0.31708000000000003,0.019987,0.13699999999999998,0.047583999999999994,0.047754000000000005
-0.29389,0.16565,1.4604,0.92401,0.36007,-0.5011,0.074508,0.14894000000000002,0.0091615,0.75532,0.20986999999999997,0.014638
-0.43728999999999996,-0.8276600000000001,-0.59446,-0.3287,0.8642799999999999,0.052847000000000005,0.2041,0.25792,0.017474,1.1053,0.07699099999999999,0.011009999999999999
2.4954,-0.37945,-0.40549,0.06713,-0.40576999999999996,-0.42873999999999995,0.094026,0.24518,0.011231,5.1105,0.12243,0.019812
1.4164,0.83799,1.0736,-0.062227,-0.43693999999999994,0.093503,0.1897,0.2726,0.017118,5.3098,0.084212,0.011895000000000001
2.5471,0.38285,0.073433,0.19621,1.1525,-0.12764,0.078701,0.22853,0.0081631,3.2019,0.142,0.022423
0.5229600000000001,-0.77889,2.1563,-0.77703,-0.42818999999999996,0.65162,0.11740999999999999,0.48666000000000004,0.010151,2.5776,0.23188000000000003,0.026126999999999997
1.9084,-0.017225999999999998,1.6306,0.25278,0.14841,-1.0581,0.042099,0.27229000000000003,0.014208000000000002,1.7284,0.09439299999999999,0.032126
-3.0382,-1.0396,2.8595,-0.6238,0.26600999999999997,-1.1582,0.20265,0.31171,0.017121,5.135,0.23904,0.013483000000000002
-2.0788,-1.5462,0.42943000000000003,-0.13724,0.10550999999999999,0.15882000000000002,0.17664000000000002,0.22525,0.0051948,1.6322,0.043573,0.010725
0.9106299999999999,1.3773,0.21703000000000003,0.30482,-0.29644000000000004,-0.1604,0.2166,0.35512,0.015125999999999999,4.7327,0.038596,0.013655
1.5862,0.33525,-2.0353,0.18549000000000002,-0.34215999999999996,-0.41376999999999997,0.20775,0.30138000000000004,0.015393,4.857,0.097433,0.012984
2.2385,-0.39529000000000003,-2.1699,0.059739,0.53843,-0.23388,0.08240399999999999,0.23106,0.012615000000000001,3.0422,0.050304,0.02205
0.22461,0.50516,-0.86946,0.10290999999999999,0.56207,-0.8446299999999999,0.29419,0.13327999999999998,0.01822,5.6593,0.075163,0.0030315000000000003
3.1221,-0.72027,1.4737,-0.14645,0.059127,-0.93652,0.03154,0.26153000000000004,0.017606,0.8494,0.081428,0.081791
3.0293,0.43038999999999994,-2.9414,-0.55229,0.38435,-0.24619000000000002,0.12819,0.31835,0.010974,1.0,0.18389,0.020305
0.18945,-0.093372,2.4317,0.08253300000000001,0.42217,-0.14737,0.08078300000000001,0.28708,0.010766,3.636,0.079448,0.031016000000000002
3.0829,0.017777,1.7747,-0.27987,-0.14965,-1.2433,0.06969700000000001,0.26211999999999996,0.0099377,1.8824,0.16038,0.0325
-1.9179,0.65745,-2.1516,1.6193,-0.0014700999999999998,-0.18320999999999998,0.11184000000000001,0.40886,0.008852500000000001,3.4772,0.21211999999999998,0.018882
1.4371,0.7770199999999999,-1.0479,-0.5292600000000001,-0.21978000000000003,0.14348,0.1921,0.27405999999999997,0.019049,3.3606,0.072712,0.010858
1.2327,0.36513,-0.31853000000000004,0.026192,-0.30151,-0.72693,0.30099000000000004,0.40336,0.019968,0.9832799999999999,0.048169,0.010937
1.9701,-0.69029,-1.9176,1.0586,0.11205,-0.35688000000000003,0.16642,0.31781,0.011034,4.5568,0.15217,0.016103
-0.080587,-0.4656,1.4208,0.16774,-0.29319,-0.14487,0.1301,0.25972,0.014477,4.9266,0.13760999999999998,0.018701
0.91995,-1.265,1.6736,0.58422,0.26223,-0.55156,0.12207,0.39874,0.01635,3.3518,0.16864,0.028935000000000002
-0.017485,0.21671999999999997,0.53574,0.77995,1.5198,-0.22221999999999997,0.15663,0.3933,0.008906,5.2553,0.2925,0.019572
-0.7470399999999999,-0.27528,2.9874,-0.5951,-0.045068000000000004,-0.58165,0.14794000000000002,0.26081,0.013888,4.3422,0.1411,0.015671
-0.51858,0.51415,-1.3287,1.0691,-0.47752,0.6056699999999999,0.35172,0.24893,0.0031165,5.5498,0.12985,0.0054448
1.1143,-0.36587,0.56794,0.2942,-0.010602,-0.47166,0.05249500000000001,0.22054,0.019982,1.0,0.030018,0.035857
0.06264199999999999,-0.095803,-3.1045,0.26364,1.1949,-0.32805,0.11259000000000001,0.27609,0.014793,2.2205,0.163,0.017812
-2.8274,0.14179,-2.2529,0.24566999999999997,0.17694000000000001,0.30538000000000004,0.1599,0.47225,0.0076155,4.4289,0.1596,0.011101
-1.6733,1.5673,-0.72509,0.6963699999999999,0.95991,-0.59149,0.07609500000000001,0.16045,0.013666999999999999,4.9103,0.26574000000000003,0.016087
0.8579600000000001,-1.4736,0.39779000000000003,-0.8496600000000001,0.11020999999999999,0.097263,0.12312000000000001,0.34263000000000005,0.018961000000000002,4.7219999999999995,0.11769,0.023518999999999998
2.2071,0.020778,2.137,0.024880000000000003,0.43432,-0.75507,0.082396,0.20117000000000002,0.016707,4.7712,0.19235,0.019398
-1.558,1.2707,0.4448,0.8914700000000001,-0.023675,-0.30114,0.077086,0.24791,0.019635,4.7089,0.16605999999999999,0.027493
-1.7017,-0.52545,-2.0482,-0.63135,0.6393,-1.1099,0.18674000000000002,0.46833,0.007542,5.0306,0.23529,0.018608
-2.6707,-0.31995,-2.5180000000000002,0.39519,0.87634,0.19528,0.09437999999999999,0.24372,0.019898,5.117,0.23524,0.020305
0.66635,-1.5267,1.3369,1.2619,0.26905,0.39919,0.050504,0.21561999999999998,0.018042,3.8747,0.17795999999999998,0.035498
2.6069,1.4467,0.8338399999999999,0.24259,-0.67789,-0.056125,0.10945999999999999,0.22943000000000002,0.011202,3.3921,0.065969,0.014902
2.1633,1.0026,-0.041632,-0.78503,-0.61398,-0.46861,0.14875,0.22596999999999998,0.013716999999999998,4.7707,0.14698,0.013555000000000001
-1.3042,0.24436999999999998,0.029508,-0.43623,-0.31811,0.755,0.22628,0.28886,0.017075999999999997,5.1628,0.080261,0.011955
-1.4204,1.5448,-2.0314,0.55396,0.37553000000000003,-0.50413,0.22873000000000002,0.4011,0.0047639,5.3807,0.071787,0.009166200000000001
2.3491,1.4078,-0.47673000000000004,-0.046247,0.0032284999999999996,-0.39478,0.23845999999999998,0.37728,0.013531,4.9723,0.098584,0.013521
-0.24114000000000002,1.4719,-2.2972,-0.41363999999999995,0.8912,-0.07296,0.12721,0.25267,0.005430600000000001,3.9517,0.11097,0.016125
0.8899600000000001,0.5994,-1.2629,0.45901000000000003,1.3452,-1.4062,0.37565,0.2866,0.015123,4.7587,0.26539,0.0068745
-1.268,1.1422,2.9249,0.69948,-1.1188,0.32464,0.13576,0.2371,0.017263999999999998,3.9366,0.17442,0.013222999999999999
1.8378,0.91825,-1.9751,-0.065123,1.0566,0.57776,0.086865,0.30611,0.012609,1.0,0.12448,0.029622000000000002
-2.3177,0.9506399999999999,0.67547,0.065971,0.91632,-0.26979000000000003,0.077705,0.24129,0.019951,5.1965,0.14767,0.026525999999999997
-0.77425,1.4680000000000002,-3.0780000000000003,-0.28998,0.8211700000000001,0.81876,0.1062,0.28129,0.008243799999999999,1.8611,0.14144,0.019657
-2.324,-0.024753,-0.48858999999999997,-0.21324,-0.10037,0.53579,0.08248899999999999,0.2551,0.007103699999999999,1.7109,0.047797000000000006,0.011307
0.11348,-0.51963,-0.18686,0.11004000000000001,0.22804000000000002,-0.037364,0.19129000000000002,0.32447,0.018252,1.2475,0.016359000000000002,0.014294999999999999
-1.5930000000000002,-1.1305,1.5,-0.23055,0.17588,0.17879,0.10231,0.23354,0.0095396,5.4299,0.042729,0.018979
1.3088,0.3673,-1.8598,-0.9442200000000001,-0.75788,0.61402,0.21803000000000003,0.41961000000000004,0.016697,4.7572,0.19944,0.016374
-2.1886,-0.21593,-0.40478000000000003,0.27974,-1.1034,0.10799,0.093323,0.25542,0.017487,1.0,0.11793,0.021477
-0.85134,-1.0734,2.7954,-0.081303,-0.37490999999999997,-0.3835,0.091448,0.2518,0.013278,4.9449,0.12172999999999999,0.022608
2.3685,-1.0653,2.5584,-0.095294,0.23881999999999998,0.18108,0.16305,0.27969,0.017567,5.1023,0.058753,0.014502000000000001
-0.81324,-0.7612899999999999,-0.007097399999999999,-1.33,-0.016579,-1.2044,0.23144,0.25998000000000004,0.012025,4.62,0.23598000000000002,0.0094026
-2.3563,1.1314,0.050217000000000005,0.3874,0.13646,-0.28459,0.079151,0.25445,0.015294,3.9836,0.1251,0.023756
-2.2904,-0.85761,-0.5098600000000001,-0.20476,0.23087,-0.8775700000000001,0.043583,0.37851999999999997,0.019633,0.39833,0.076178,0.057107000000000005
0.091134,-1.2057,1.8852,0.55196,-0.85267,-0.36841999999999997,0.020561000000000003,0.26178,0.01994,0.22788000000000003,0.10191,0.13367
-0.28873000000000004,-0.7305,-0.54745,0.36813,0.14456,0.2757,0.29177,0.40528000000000003,0.011289,1.0,0.020954,0.011881999999999998
2.5995,-0.9903200000000001,-2.2669,0.34137,-0.23442,-0.12842,0.090304,0.25965,0.014378,3.5567,0.07083500000000001,0.023701
2.0441,0.24464,-1.4262,-0.5200100000000001,-0.45093999999999995,0.33115,0.063122,0.26939,0.015675,0.68886,0.086521,0.037324
-2.231,0.6817,-3.0167,1.1123,-1.4137,-0.049292,0.17335,0.27958,0.007123100000000001,5.1904,0.26605999999999996,0.013287
-2.7773,-0.3908,0.7449,0.52231,-0.495,0.1535,0.06604700000000001,0.22255,0.017525,1.6518,0.08731599999999999,0.027183
3.0751,-0.86884,2.536,0.25997,0.071911,-0.43881000000000003,0.09110599999999999,0.3122,0.017344,5.5189,0.066441,0.028585000000000003
-1.8391,-0.6973699999999999,2.2677,0.046571,1.1062,0.26227,0.087974,0.45882,0.019923,0.8916299999999999,0.13838,0.044383
2.2851,0.17406,-0.97154,-0.28143,0.26505,1.3918,0.10086,0.49255,0.019943000000000002,1.0,0.17852,0.042288
0.35781,-0.72239,2.9997,-0.8825,0.12659,0.29516,0.1084,0.37048000000000003,0.0083754,5.4146,0.10726,0.020576
-1.3654,1.5047,0.6551899999999999,-0.18777,0.15299000000000001,-0.66598,0.056054,0.17395,0.010140999999999999,5.5285,0.14125,0.025321
2.2647,0.86787,3.1024,0.10884,0.70409,-0.32151,0.079097,0.13838,0.017812,4.942,0.22521,0.012071
0.9586600000000001,1.0184,0.45316000000000006,0.56328,1.0471,-0.009366,0.1375,0.44572,0.015244,1.0,0.13302,0.027356000000000002
