3.30,2.28,2.60,2.78,2.49,2.34,1.97,1.81
2.15,2.29,2.64,2.76,2.64,2.46,2.20,2.00
2.16,2.33,2.66,2.79,2.58,2.48,2.24,2.02
2.12,2.19,2.42,2.60,2.44,2.34,1.98,1.81
2.16,2.33,2.46,2.65,2.51,2.49,2.23,1.85
2.04,2.20,2.52,2.58,2.40,2.30,1.93,1.76
