13.20,10.41,13.34,13.74,12.46,11.14,9.51,8.89
11.85,12.34,13.55,14.66,13.51,11.79,10.25,9.55
11.03,10.97,12.81,12.67,12.94,11.58,12.12,8.97
11.58,11.41,12.17,12.43,13.03,10.70,11.74,8.72
11.42,11.10,12.92,12.52,12.64,12.47,12.47,8.38
10.67,10.65,13.25,12.89,12.71,12.20,10.43,9.02
